EXP_INFO, , ,Checkpoint,ckpt/0304_base030105_woGlobalOrient/01_default/, , ,Config,ckpt/0304_base030105_woGlobalOrient/01_default/config.yaml, , ,Arg,"train.py --config ckpt/0304_base030105_woGlobalOrient/01_default/config.yaml -c ckpt/0304_base030105_woGlobalOrient/01_default/ -gpu 4,5,6,7 -bs 768 -use_presave_data 0", , ,PID,558245
 , , , , , , , , , , , , , , , , 
Epoch,lr,train_loss,H36M_3D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,AMASS, , , , , , , , , , , , , , , , ,PW3D_MESH, , , , , , , , , , , , , , , , 
 , , ,PE, , , , , , , , , , , , , , , ,MP, , , , ,FPE, , , , ,MC, ,MIB, ,PE, , ,MP, , , , ,FPE, , , , ,MC, ,MIB, ,PE, , ,MP, , , , ,FPE, , , , ,MC, ,MIB, 
 , , ,Avg,Direction,Discuss,Eating,Greet,Phone,Photo,Pose,Purchase,Sitting,SittingDown,Smoke,Wait,Walk,WalkDog,WalkTwo,Avg,0,5,10,15,Avg,0,5,10,15,Avg,0.4,Avg,0.4,Avg,0,15,Avg,0,5,10,15,Avg,0,5,10,15,Avg,0.4,Avg,0.4,Avg,0,15,Avg,0,5,10,15,Avg,0,5,10,15,Avg,0.4,Avg,0.4
49,0.00012346,0.00957,51.61,47.91,51.26,46.57,48.44,53.47,66.59,48.49,46.97,61.3,70.89,51.9,51.07,38.01,49.98,41.39,8.26,3.82,5.53,9.45,14.22,28.46,25.18,26.68,29.34,32.63,29.69,29.69,76.7,76.7,22.34,22.47,22.2,19.05,7.34,14.34,22.96,31.58,31.91,23.53,27.91,34.5,41.71,35.09,35.09,138.17,138.17,253.7,253.16,254.24,117.03,85.28,102.03,128.92,151.88,259.52,256.11,257.18,260.46,264.32,254.12,254.12,309.19,309.19
51,0.00012100,0.00936,50.16,44.73,50.57,46.52,45.67,51.36,64.25,46.75,46.05,60.57,69.88,50.15,49.22,36.2,49.89,40.55,7.37,2.62,4.6,8.74,13.55,28.02,24.67,26.21,28.95,32.25,28.76,28.76,73.61,73.61,22.25,22.29,22.21,19.84,8.61,15.09,23.54,32.11,32.0,23.54,27.88,34.63,41.93,35.22,35.22,139.57,139.57,263.1,263.17,263.02,114.13,77.57,96.39,127.97,154.58,268.88,266.04,266.56,269.6,273.32,201.66,201.66,278.04,278.04
53,0.00011859,0.00928,50.08,44.27,49.41,46.35,45.58,51.64,65.41,45.21,45.57,59.65,71.45,50.42,48.56,36.98,50.36,40.31,7.53,2.8,4.77,8.87,13.66,27.81,24.44,26.0,28.73,32.06,28.61,28.61,71.71,71.71,22.62,22.72,22.53,19.58,8.17,14.73,23.33,32.11,32.17,23.86,28.02,34.66,42.13,34.93,34.93,141.74,141.74,244.26,244.67,243.85,95.35,60.21,79.48,108.69,133.01,246.35,242.11,243.69,247.71,251.89,168.43,168.43,234.78,234.78
55,0.00011623,0.00900,50.46,45.84,50.89,46.66,45.91,52.45,65.17,47.1,45.91,59.62,70.95,50.42,48.85,37.02,50.02,40.04,8.11,3.65,5.41,9.31,14.05,28.23,24.91,26.43,29.14,32.45,28.76,28.76,71.75,71.75,21.29,21.29,21.29,18.55,6.22,13.67,22.67,31.63,31.64,23.06,27.48,34.23,41.78,34.28,34.28,141.97,141.97,252.66,252.87,252.45,101.29,77.51,87.94,109.74,129.98,257.23,254.89,255.06,257.7,261.29,173.72,173.72,284.96,284.96
57,0.00011392,0.00880,50.44,45.59,50.84,46.44,45.64,52.0,64.63,47.38,45.59,60.0,70.59,50.82,49.11,37.22,49.61,41.14,7.65,3.02,4.87,8.95,13.76,28.15,24.83,26.36,29.06,32.37,28.79,28.79,76.55,76.55,21.35,21.38,21.32,18.43,6.12,13.54,22.53,31.54,32.24,23.7,28.17,34.85,42.25,34.62,34.62,137.27,137.27,247.14,247.4,246.88,106.44,71.48,90.68,119.61,144.01,250.99,247.41,248.53,252.09,255.94,203.51,203.51,253.91,253.91
59,0.00011165,0.00859,50.41,45.37,50.24,46.8,45.56,52.21,64.53,46.17,45.39,60.44,70.92,50.82,48.78,37.0,50.5,41.37,7.62,3.04,4.87,8.87,13.69,27.94,24.53,26.1,28.89,32.25,28.68,28.68,75.12,75.12,21.88,21.93,21.83,19.35,7.71,14.47,23.18,32.04,31.38,22.78,27.2,34.0,41.55,35.05,35.05,142.69,142.69,256.32,256.75,255.9,120.83,89.28,106.55,133.0,154.5,262.6,260.6,260.79,262.99,266.01,220.57,220.57,302.28,302.28
61,0.00010943,0.00841,50.26,45.1,50.64,47.01,46.12,51.48,64.41,47.79,45.4,59.13,70.44,50.35,49.47,37.11,49.39,40.11,7.3,2.51,4.53,8.67,13.48,27.89,24.46,26.06,28.84,32.2,28.48,28.48,87.64,87.64,21.87,21.92,21.82,19.12,7.24,14.18,23.09,31.97,33.22,25.03,29.18,35.71,42.97,34.89,34.89,144.32,144.32,240.35,240.91,239.79,84.91,56.58,71.0,95.35,116.71,244.38,241.44,242.15,245.18,248.75,170.71,170.71,270.93,270.93
63,0.00010725,0.00820,50.74,45.93,50.96,46.94,46.36,52.24,65.87,47.28,46.19,59.57,70.05,50.87,49.92,37.09,50.0,41.87,7.74,3.28,5.04,8.97,13.69,28.19,24.81,26.37,29.12,32.45,28.78,28.78,78.6,78.6,22.12,22.21,22.02,19.15,7.05,14.21,23.17,32.18,31.64,23.04,27.36,34.23,41.94,34.39,34.39,139.04,139.04,255.76,256.47,255.05,105.63,70.81,90.53,119.33,141.84,259.92,256.46,257.36,260.83,265.04,188.37,188.37,252.57,252.57
65,0.00010512,0.00806,50.87,46.2,51.29,46.02,46.4,51.93,64.28,48.28,47.12,59.75,71.46,50.55,49.16,38.15,51.25,41.19,7.28,2.46,4.53,8.66,13.47,27.83,24.39,25.99,28.79,32.16,28.38,28.38,86.39,86.39,21.91,21.97,21.84,19.27,7.61,14.52,23.15,31.78,31.2,22.58,27.11,33.84,41.26,34.97,34.97,136.72,136.72,265.1,264.86,265.33,115.14,75.61,97.2,130.42,157.31,269.13,264.95,266.33,270.33,274.9,200.4,200.4,274.82,274.82
67,0.00010303,0.00793,50.4,46.12,50.77,46.51,45.71,51.97,64.91,47.43,46.92,59.36,69.1,50.61,48.98,36.85,50.24,40.46,7.88,3.38,5.16,9.11,13.86,28.15,24.81,26.32,29.05,32.41,28.86,28.86,65.2,65.2,21.78,21.83,21.73,18.65,6.65,13.77,22.64,31.56,31.15,22.52,26.93,33.78,41.39,34.43,34.43,141.22,141.22,261.88,261.34,262.43,102.66,66.3,85.95,116.22,142.18,261.78,257.3,259.09,262.94,267.78,204.38,204.38,267.11,267.11
